source_global_identifier,destination_global_identifier,rel_type,rel_properties $
mapping__Charles B. Baxter,mapping__e88b5cf1c044560f2f61fbc3fb9bb233,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Baker,mapping__https://en.wikipedia.org/wiki/Ball_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Baker,mapping__437f02970b5c3ca6dcf8661c15b85432,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Baker,mapping__986c136c3bcfed3bd32edef98bf904d2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Berg,mapping__https://en.wikipedia.org/wiki/DaVita_Inc.,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Berg,mapping__cd5991377a01f839b0b559285880767f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Berg,mapping__07dec4a06571667b0e06be2d5f2d55d4,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Boyle,mapping__https://en.wikipedia.org/wiki/Universal_Health_Services,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Boyle,mapping__873ccfdb0a32048b4bd8498cebc7c197,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Boyle,mapping__3269fa7f93f447f4ce2cfe4014bf2b27,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Brindamour,mapping__https://en.wikipedia.org/wiki/Intact_Financial,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Charles Brindamour,mapping__4402408e9a6dcba29678043716eaad1a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Brindamour,mapping__0ccba5aea6ad58ca0cbdd8b7a666add7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Brown,mapping__https://en.wikipedia.org/wiki/Experian,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Brown,mapping__d2cdafe2ed76275355babdda6e5f4df2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Brown,mapping__e3d02c335fcee657a5fda7875524faad,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Carter,mapping__https://en.wikipedia.org/wiki/Packaging_Corporation_of_America,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Carter,mapping__87d0188a1bd2a63be07b8aa2f19a6cad,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Carter,mapping__a1e39fd06f385db56e9755c80d614221,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Craig,KP__28ff220341de5b3a7a2547c9b40f3365,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Craig,mapping__05e2b8473c3d1bc41f4114ffa98dd19b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Craig,mapping__ddc13a78dd143b888caa8b89ecffb648,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Diao,mapping__UNKNOWN,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Diao,mapping__2dc10680b27f3e542f84f2af0d5855b7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Diao,mapping__045dc29dc209471fa20c62e17950e9dd,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles E. Sieving,mapping__https://en.wikipedia.org/wiki/NextEra_Energy,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles E. Sieving,mapping__b53ad4330decdbe9f7879cb7829adfbf,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles E. Sieving,mapping__7e532724614229de93613a783806e965,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Edelstenne,mapping__https://en.wikipedia.org/wiki/Dassault_Aviation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Edelstenne,mapping__d9e368622acb925afe3bb5726f8083d1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Edelstenne,mapping__f2f1aa1cb7046b397097206e6bca5d69,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Johnson,mapping__https://en.wikipedia.org/wiki/Ball_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Johnson,mapping__e5317021e473fff32b25b4f795634929,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Johnson,mapping__71c4c7854d34489959de9991ee81a66c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles D. Lischer,KP__957ee960433e11b23d132d2c07a7a0bb,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles D. Lischer,mapping__7dbd84514fa63262f0e3e6001d4bb113,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles D. Lischer,mapping__f005b9211d40d5f3dd1ce668cf378e68,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles D. Lischer,mapping__d549079fa09b65f4fe92bb4a3b597d02,NAMEVARIANT,"{""from"":""external""}"
mapping__Charles Logan Jr.,mapping__https://en.wikipedia.org/wiki/International_Paper,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Logan Jr.,mapping__ec2dee407c472ea6ec28b42247a2f0a5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Logan Jr.,mapping__022f8b5f46a6342d81339c9304ef0e41,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Lyon,mapping__https://en.wikipedia.org/wiki/StoneX_Group_Inc.,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Lyon,mapping__64a32de8407d643ad6791d688164c416,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Lyon,mapping__5c35017a0ada518c7e51ec4073ea5cb0,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Main III,mapping__https://en.wikipedia.org/wiki/Jabil,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Main III,mapping__b00bbaebb37113a6f98695d382e412c9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Main III,mapping__4a1eee2b81807a739e0af80ccdde8eec,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles McCain,mapping__https://en.wikipedia.org/wiki/Orix,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles McCain,mapping__017a02b067ee9723801578043da08ea1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles McCain,mapping__d67837c6233f72be2ab20e15b8b02342,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles McCain,mapping__022c134255752524af14350078d8c6c0,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Fastenal,KP__e834cdceab466917e2f46798188794e4,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Miller,mapping__https://en.wikipedia.org/wiki/Fastenal,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Miller,mapping__3c035fd253228b95f6737a73e0fbc8ce,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Miller,mapping__40c1220709393eb83a3365323c083a83,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Murray,mapping__https://en.wikipedia.org/wiki/DIC_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Murray,mapping__e6be6b16121b76084a564f9d2cd3fbb1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Murray,mapping__eadbb5f8f887d6aed4ba7d82b4a7463b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles R. Howe II,mapping__https://en.wikipedia.org/wiki/Orix,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles R. Howe II,mapping__d84926c39e986d5e0b8ae2a6c0fc6ccd,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles R. Howe II,mapping__61ac21305255bf42421ba57da09f2a73,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles R. Miller,mapping__https://en.wikipedia.org/wiki/Macy's,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles R. Miller,mapping__b2fbd07c8f9ab607aa432de4a78797a9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles R. Miller,mapping__092760cdfd198d40e92512b6c8d31233,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Ragusa,mapping__https://en.wikipedia.org/wiki/Orix,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Ragusa,mapping__cc4e2d86dd1aec12bfc528397b476515,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Ragusa,mapping__d8982d696b0f769b037602c96fe2ef31,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Raup,KP__f709408a039942baabb8fd3cd48a6306,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Raup,mapping__e519814a85cc84ea7ee3fd4d2077413b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Raup,mapping__f0bb8dd11525d6768c54fde17174f2ca,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Redfield,mapping__https://en.wikipedia.org/wiki/Massmart,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Redfield,mapping__af76bf0d28d74bf83a43cefc65252327,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Redfield,mapping__99f0e017421aa24bf6ec4783d40fc074,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Revoile,mapping__https://en.wikipedia.org/wiki/CACI,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Revoile,mapping__ebb137e5ff90645a101d03230316bd40,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Revoile,mapping__9b919c1ae0a5842f883d79694a54be8a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Ruffel,mapping__https://en.wikipedia.org/wiki/Charles_Schwab_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Ruffel,mapping__be324a3ce350ec24ee2bb3ea03c4114c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Ruffel,mapping__75b1d898465a108c430c669ac4915dcf,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/SSAB,KP__daaea61a0290881f2b7faddb34f8b111,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Schmitt,mapping__https://en.wikipedia.org/wiki/SSAB,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Schmitt,mapping__358d24668ac5682d1a5ccd7fe2a5cfc9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Schmitt,mapping__d6ca29fcc61c82e4737c2753b2960b8a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Scott Gunter,mapping__https://en.wikipedia.org/wiki/Axa,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Scott Gunter,mapping__b15c66714b69d3dbec4475cf8bc640b4,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Scott Gunter,mapping__2c5d5f9591eb1fb7474db28673e8e1a9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Stake,"mapping__https://en.wikipedia.org/wiki/Nike,_Inc.",ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Stake,mapping__28cc8d71367bfb12ccc0e6600f0503cb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Stake,mapping__f85c0c11da5b8d18817ce9dc2f4018f8,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Stevens,mapping__https://en.wikipedia.org/wiki/Eastman_Chemical_Company,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Stevens,mapping__a6b7f0fafd657769f35971801149bb57,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Stevens,mapping__08236761a6cc7c3835be7d73262d77b7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Stewart,mapping__https://en.wikipedia.org/wiki/Altice_USA,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Stewart,mapping__664836ed4ab8d2e12a7f7dcee5ba9797,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Stewart,mapping__6e9bcf70ee66ed6cd91d3e153758cc35,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Commercial Metals Company executive Charles Szews,KP__ed62caa6a219612eb6e879c177028445,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""commercial""}"
mapping__Commercial Metals Company executive Charles Szews,mapping__9a1989df7fafb3886725ef38f9373a65,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Commercial Metals Company executive Charles Szews,mapping__fa01db0fda8eff0e0731c800715d8f10,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles T. Brooks,mapping__https://en.wikipedia.org/wiki/Kemper_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles T. Brooks,mapping__c95674916b700f0e3c7239e61ec534d5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles T. Brooks,mapping__10a1414721dd9c013bfb2a85f359f56b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Treadway,mapping__https://en.wikipedia.org/wiki/CommScope,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Charles Treadway,mapping__ae9ab2afb048365f28feef1c049e71bc,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Treadway,mapping__ca6983a72efbf34ebf4d74178c4141c0,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Van Vleet,mapping__https://en.wikipedia.org/wiki/Textron,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Van Vleet,mapping__c306ed83815a4c8631fd032740f212c8,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Van Vleet,mapping__7d23ec2e8dcd159064e2147b120ce4e5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Volkert,mapping__https://en.wikipedia.org/wiki/Robert_Half_International,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Volkert,mapping__f0ae21337b9ec2acb6eaa0dbe4595f7a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Volkert,mapping__d41f8fc02f1e8beb0ce7fc9a9f5271db,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Volkert,mapping__da9156e6dcd2d58136fcb9d31a5b90b0,NAMEVARIANT,"{""from"":""external""}"
mapping__Charles W. Read,mapping__https://en.wikipedia.org/wiki/Applied_Materials,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles W. Read,mapping__aabfc186de3df5fe77fee92fce0067dd,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles W. Read,mapping__16bf6f4cfd63db58a233502551852365,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Ward III,mapping__https://en.wikipedia.org/wiki/Veritiv,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Ward III,mapping__8e37871c94eeb09d77d339f901355bca,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Ward III,mapping__e44318720316da67a459464a4d446994,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Wilson,mapping__https://en.wikipedia.org/wiki/CarMax,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Wilson,mapping__94dd759b168210cd5d8111e2fbccc265,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Wilson,mapping__a5428b3f6bfab46a9fe9f738a79d44fe,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/NetEase,KP__8e3d96ed328894aef83aa4c3dd7f766e,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Zhaoxuan Yang,mapping__https://en.wikipedia.org/wiki/NetEase,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles Zhaoxuan Yang,mapping__03c430689211a86e43f52b3fa39083e7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles Zhaoxuan Yang,mapping__55663a811130d4f369a40532cdb72bc7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles-Antoine Janssen,mapping__https://en.wikipedia.org/wiki/UCB_(company),ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charles-Antoine Janssen,mapping__62877aa4e94c8d06e4ef41dc4c641243,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charles-Antoine Janssen,mapping__7b6dbb35adb494da0237d7e4b86a967c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charley Poe,mapping__https://en.wikipedia.org/wiki/Eastman_Chemical_Company,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Charley Poe,mapping__23eadc2cc31f70adb710ade232ef9d17,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Charley Poe,mapping__433d59866bfcfdfae8010f99cc39652d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
